dataset,frame_idx,img_name,track_id,action,action_conf,det_conf,buf_size
fanning,61,20230609c_00289.jpg,372,uncertain,0.5248909592628479,0.9290841817855835,4
fanning,61,20230609c_00289.jpg,158,neutral,0.6366822123527527,0.9262978434562683,8
fanning,61,20230609c_00289.jpg,376,buffering,0.0,0.9242483973503113,3
fanning,61,20230609c_00289.jpg,243,neutral,0.7826091051101685,0.9192864894866943,6
fanning,61,20230609c_00289.jpg,417,buffering,0.0,0.9173577427864075,1
fanning,61,20230609c_00289.jpg,400,buffering,0.0,0.9115182757377625,3
fanning,61,20230609c_00289.jpg,382,neutral,0.9707227945327759,0.9019438624382019,5
fanning,61,20230609c_00289.jpg,384,neutral,0.9947845339775085,0.9017687439918518,5
fanning,61,20230609c_00289.jpg,164,fanning,0.791090726852417,0.8997132778167725,4
fanning,61,20230609c_00289.jpg,222,neutral,0.8115715384483337,0.8918519020080566,4
fanning,61,20230609c_00289.jpg,399,buffering,0.0,0.8787113428115845,3
fanning,61,20230609c_00289.jpg,234,neutral,0.8308117985725403,0.8743967413902283,8
fanning,62,20230609c_00290.jpg,422,buffering,0.0,0.9384996294975281,1
fanning,62,20230609c_00290.jpg,158,uncertain,0.5386834144592285,0.9335682392120361,8
fanning,62,20230609c_00290.jpg,372,fanning,0.7356964349746704,0.932392418384552,5
fanning,62,20230609c_00290.jpg,164,neutral,0.6427717208862305,0.9313932061195374,5
fanning,62,20230609c_00290.jpg,400,fanning,0.9941271543502808,0.9303790330886841,4
fanning,62,20230609c_00290.jpg,426,buffering,0.0,0.9296711683273315,1
fanning,62,20230609c_00290.jpg,243,neutral,0.7785732746124268,0.9282217025756836,7
fanning,62,20230609c_00290.jpg,417,buffering,0.0,0.9230420589447021,2
fanning,62,20230609c_00290.jpg,384,neutral,0.9943532943725586,0.9197954535484314,6
fanning,62,20230609c_00290.jpg,234,neutral,0.5684702396392822,0.8478941917419434,8
fanning,63,20230609c_00291.jpg,158,fanning,0.7861629128456116,0.9398917555809021,8
fanning,63,20230609c_00291.jpg,422,buffering,0.0,0.93770432472229,2
fanning,63,20230609c_00291.jpg,384,neutral,0.9907005429267883,0.9368411898612976,7
fanning,63,20230609c_00291.jpg,426,buffering,0.0,0.9334127902984619,2
fanning,63,20230609c_00291.jpg,243,neutral,0.8657121658325195,0.9324051737785339,8
fanning,63,20230609c_00291.jpg,372,fanning,0.8102788329124451,0.932368814945221,6
fanning,63,20230609c_00291.jpg,164,neutral,0.574245274066925,0.929146945476532,6
fanning,63,20230609c_00291.jpg,440,buffering,0.0,0.9280821681022644,1
fanning,63,20230609c_00291.jpg,417,buffering,0.0,0.923947811126709,3
fanning,63,20230609c_00291.jpg,160,buffering,0.0,0.9173877239227295,3
fanning,63,20230609c_00291.jpg,400,neutral,0.843822717666626,0.9172013401985168,5
fanning,63,20230609c_00291.jpg,234,neutral,0.7928968667984009,0.8233210444450378,8
fanning,64,20230609c_00292.jpg,384,neutral,0.9900586009025574,0.9444208741188049,8
fanning,64,20230609c_00292.jpg,372,fanning,0.8473985195159912,0.9423198699951172,7
fanning,64,20230609c_00292.jpg,202,neutral,0.894747257232666,0.9348366260528564,4
fanning,64,20230609c_00292.jpg,158,fanning,0.8279260396957397,0.9348357319831848,8
fanning,64,20230609c_00292.jpg,417,fanning,0.995868444442749,0.9313947558403015,4
fanning,64,20230609c_00292.jpg,426,buffering,0.0,0.9283784031867981,3
fanning,64,20230609c_00292.jpg,400,neutral,0.8314355611801147,0.9268875122070312,6
fanning,64,20230609c_00292.jpg,164,fanning,0.556797981262207,0.9233965277671814,7
fanning,64,20230609c_00292.jpg,440,buffering,0.0,0.9230573773384094,2
fanning,64,20230609c_00292.jpg,422,buffering,0.0,0.9109372496604919,3
fanning,64,20230609c_00292.jpg,234,neutral,0.9686704874038696,0.7825040817260742,8
fanning,65,20230609c_00293.jpg,384,neutral,0.9887506365776062,0.9447472095489502,8
fanning,65,20230609c_00293.jpg,158,fanning,0.7991786003112793,0.9395346641540527,8
fanning,65,20230609c_00293.jpg,372,fanning,0.917252779006958,0.9390266537666321,8
fanning,65,20230609c_00293.jpg,400,neutral,0.9704900979995728,0.925844132900238,7
fanning,65,20230609c_00293.jpg,379,buffering,0.0,0.9257386922836304,2
fanning,65,20230609c_00293.jpg,452,buffering,0.0,0.9253203272819519,1
fanning,65,20230609c_00293.jpg,417,fanning,0.9953383207321167,0.920394778251648,5
fanning,65,20230609c_00293.jpg,164,fanning,0.5748841762542725,0.9168936610221863,8
fanning,65,20230609c_00293.jpg,440,buffering,0.0,0.9156899452209473,3
fanning,65,20230609c_00293.jpg,422,neutral,0.9690956473350525,0.914141833782196,4
fanning,65,20230609c_00293.jpg,311,neutral,0.9905208349227905,0.7486291527748108,7
